# Fix print output for fix def
"Strain,Stess in X,Stress in Y,Strees in z"	
"0.265700000000002 , 2.41257903131793 , 1.99597467005724 , 2.48060116772186"		
"0.265800000000002 , 2.46943228536538 , 1.85915899177456 , 2.45943557668723"		
"0.265900000000002 , 2.06178258059675 , 1.70426811216232 , 2.24265024094211"		
"0.266000000000002 , 2.1288111585208 , 1.72796395158298 , 2.31414420526755"		
"0.266100000000002 , 2.30443608597255 , 1.80779019717234 , 2.60326724550149"		
"0.266200000000002 , 2.25136390575949 , 1.71643174814486 , 2.28273897005247"		
"0.266300000000002 , 2.22708000123586 , 1.66717623654406 , 2.21531893020478"		
"0.266400000000002 , 2.29673284638889 , 1.67010463375537 , 2.2029541364888"		
"0.266500000000002 , 2.26070087244171 , 1.84967813977644 , 2.27783973701615"		
"0.266600000000002 , 2.30330480124759 , 1.92313457726383 , 2.30439271732169"		
"0.266700000000002 , 2.44785843207959 , 1.87581409939215 , 2.35904710128661"		
"0.266800000000002 , 2.20144662434732 , 1.70990680858632 , 2.29902917028895"		
"0.266900000000002 , 2.13903899217504 , 1.59575311992669 , 2.18785570049955"		
"0.267000000000002 , 2.18954672901102 , 1.81597989106767 , 2.22660323065585"		
"0.267100000000002 , 2.155753399432 , 1.68304739565051 , 2.08832258844289"		
"0.267200000000002 , 2.25359913628206 , 1.60725119499052 , 2.22977145486609"		
"0.267300000000002 , 2.170652005236 , 1.74954383039098 , 2.42455500833919"		
"0.267400000000002 , 2.05786758177933 , 1.62825686215769 , 2.31333531063797"		
"0.267500000000002 , 1.97259917448512 , 1.68609337887621 , 2.01619272652021"		
"0.267600000000002 , 2.10431519898305 , 1.68336593057127 , 1.92109550272773"		
"0.267700000000002 , 2.15255578261702 , 1.61521809675268 , 2.04278195922427"		
"0.267800000000002 , 2.03307574165078 , 1.47768519269392 , 1.84356330836316"		
"0.267900000000002 , 2.04929431134565 , 1.64153166534841 , 1.9570856688431"		
"0.268000000000002 , 2.28609401857369 , 1.77360189536285 , 2.02640713758946"		
"0.268100000000002 , 2.27899118680118 , 1.79969748283045 , 2.03399893994867"		
"0.268200000000002 , 2.3058819753249 , 1.80224899955278 , 2.21781926840808"		
"0.268300000000002 , 2.31763858250613 , 1.83420354377557 , 2.2147372535005"		
"0.268400000000002 , 2.16266027768311 , 1.63651125462328 , 2.03370844767763"		
"0.268500000000002 , 2.00163285226563 , 1.43301217207139 , 1.90445295672954"		
"0.268600000000002 , 2.01459544082081 , 1.41261353998328 , 1.69810647549429"		
"0.268700000000002 , 1.94920365283005 , 1.21438109413112 , 1.60994282921369"		
"0.268800000000002 , 1.82913948538427 , 1.13201395442436 , 1.6262671073185"		
"0.268900000000002 , 1.85981713259465 , 1.26507649633725 , 1.68489700016277"		
"0.269000000000002 , 1.84068383863266 , 1.65974520369128 , 1.93699219328394"		
"0.269100000000002 , 2.17317953003377 , 2.00777693636143 , 2.05695510688201"		
"0.269200000000002 , 2.29430187171141 , 2.04570207044216 , 2.15953698063712"		
"0.269300000000002 , 2.35222006253674 , 2.09795933405229 , 2.39259678071875"		
"0.269400000000002 , 2.32821451294703 , 1.82091167784265 , 2.24711400261256"		
"0.269500000000002 , 2.2379492465064 , 1.73276702847483 , 2.37139442304745"		
"0.269600000000002 , 2.30661049108728 , 1.84239777556705 , 2.24837249525291"		
"0.269700000000002 , 2.18089955582642 , 1.67462326698507 , 2.05289578855263"		
"0.269800000000002 , 2.01690225676914 , 1.72038387555136 , 2.02824303509206"		
"0.269900000000002 , 1.99779659057191 , 1.56163624097924 , 1.88105595026881"		
"0.270000000000002 , 2.12689606602232 , 1.66048370220112 , 1.96984049130744"		
"0.270100000000002 , 2.23443547749944 , 1.65914917855739 , 2.00108905517528"		
"0.270200000000002 , 2.25265127980475 , 1.59038829131249 , 2.1082501496439"		
"0.270300000000002 , 2.07884387934892 , 1.56363825285449 , 2.00220406369317"		
"0.270400000000002 , 2.24192629458768 , 1.54130180222655 , 2.20454921619244"		
"0.270500000000002 , 2.36885748612958 , 1.93507442345864 , 2.31107129102976"		
"0.270600000000002 , 2.48498842116366 , 1.94352652993889 , 2.31938244735355"		
"0.270700000000002 , 2.42899289544688 , 2.15825641421124 , 2.40661686027645"		
"0.270800000000002 , 2.39054887881449 , 2.01602062612328 , 2.37177238614033"		
"0.270900000000002 , 2.27696293444567 , 2.00541548307746 , 2.40067767656848"		
"0.271000000000002 , 2.53807337332227 , 2.18965272138209 , 2.4973120946477"		
"0.271100000000002 , 2.51857281683919 , 1.97623022198418 , 2.4331305867521"		
"0.271200000000002 , 2.31843189241162 , 1.80799969241194 , 2.2214111115467"		
"0.271300000000002 , 2.34497515999353 , 2.01877426532545 , 2.5937958293481"		
"0.271400000000002 , 2.33507368657187 , 1.89756342646615 , 2.30258346271854"		
"0.271500000000002 , 2.53369072164502 , 1.98099434423683 , 2.27460133548641"		
"0.271600000000002 , 2.13401919752061 , 1.5857579973437 , 2.01773018888332"		
"0.271700000000002 , 2.08443550631535 , 1.39208652404559 , 2.03602208718657"		
"0.271800000000002 , 1.90991729986488 , 1.32648312671689 , 1.94915662830751"		
"0.271900000000002 , 1.94417741815098 , 1.70368507275426 , 2.05640887083162"		
"0.272000000000002 , 2.11674315181466 , 1.70023812050881 , 2.12853012987905"		
"0.272100000000002 , 2.19125949380274 , 1.68612336969647 , 2.01077089021962"		
"0.272200000000002 , 2.21404482146008 , 1.8209130065098 , 2.25988261689923"		
"0.272300000000002 , 2.21509646602094 , 1.76166077338971 , 1.92056473768152"		
"0.272400000000002 , 2.04636032062956 , 1.68000126965299 , 1.7358506422081"		
"0.272500000000002 , 2.18269684994726 , 1.64461643483723 , 1.76108805943681"		
"0.272600000000002 , 2.06759552016694 , 1.58046872049835 , 1.81423143204611"		
"0.272700000000002 , 2.09994648270595 , 1.64747198145637 , 1.96842980194009"		
"0.272800000000002 , 2.09214775338688 , 1.52948698705731 , 1.72717882630292"		
"0.272900000000002 , 1.93645773525334 , 1.43372717076868 , 1.74263517214593"		
"0.273000000000002 , 1.57436511732207 , 1.31802704833342 , 1.40181296877948"		
"0.273100000000002 , 1.85011655177041 , 1.40224971074174 , 1.37298909976683"		
"0.273200000000002 , 1.77767794499844 , 1.27178146894316 , 1.37059295960006"		
"0.273300000000002 , 1.63920758729065 , 1.12346162369916 , 1.24443849624212"		
"0.273400000000002 , 1.65267211652103 , 1.25109790394035 , 1.32561962519993"		
"0.273500000000002 , 1.65040455791048 , 1.30977970706169 , 1.38700307365058"		
"0.273600000000002 , 1.70992170571549 , 1.37357095577071 , 1.35931629731424"		
"0.273700000000002 , 2.17780677641592 , 1.63941402810973 , 1.5801921493313"		
"0.273800000000002 , 2.00688171299002 , 1.43847106025895 , 1.50579797557313"		
"0.273900000000002 , 1.88881742028741 , 1.6990366612431 , 1.71038922656532"		
"0.274000000000002 , 1.76221424135669 , 1.37644416537136 , 1.33865369873852"		
"0.274100000000002 , 2.06464739832966 , 1.55260338721996 , 1.58094126239136"		
"0.274200000000002 , 2.01649873056336 , 1.33922961496052 , 1.49188035112569"		
"0.274300000000002 , 1.72529608121182 , 1.06563410419817 , 1.05728877915399"		
"0.274400000000002 , 1.54628676228491 , 0.87200322066533 , 1.03996785168612"		
"0.274500000000002 , 1.77098469259239 , 0.924351885594266 , 1.023214718999"		
"0.274600000000002 , 1.94590794478056 , 1.31732195756862 , 1.33660870399944"		
"0.274700000000002 , 1.78276942865716 , 1.21909797044429 , 1.37521100833725"		
"0.274800000000002 , 2.08067827639907 , 1.33831046237756 , 1.59316445681323"		
"0.274900000000002 , 2.11726232513004 , 1.58038151758326 , 1.7520647712202"		
"0.275000000000002 , 1.98262409452953 , 1.64470095455665 , 1.70749692087335"		
"0.275100000000002 , 2.14960475935058 , 1.59869990606762 , 2.01659004509754"		
"0.275200000000002 , 2.00656068816259 , 1.38598648605491 , 1.70023173270654"		
"0.275300000000002 , 1.99831249856997 , 1.45295694180358 , 1.60098614062117"		
"0.275400000000002 , 2.04898339494375 , 1.72636759915391 , 1.96947709989022"		
"0.275500000000002 , 2.09197846491286 , 1.52271335612991 , 1.92499381755493"		
"0.275600000000002 , 2.18271567643056 , 1.82776161071277 , 2.06354337627218"		
"0.275700000000002 , 2.46471867525237 , 1.90666862604956 , 2.26672164118827"		
"0.275800000000002 , 2.1160641672345 , 1.79466316770129 , 2.02005138595789"		
"0.275900000000002 , 2.25684728651702 , 1.79197362132956 , 2.04816227441594"		
"0.276000000000002 , 2.51810889030767 , 1.87346011661623 , 2.07861770891262"		
"0.276100000000002 , 2.38287565962325 , 1.83821410328353 , 2.00492830305602"		
"0.276200000000002 , 2.55672289966435 , 1.98332189654417 , 2.1734726265362"		
"0.276300000000002 , 2.51235319548556 , 2.03829619033291 , 2.08544720837777"		
"0.276400000000002 , 2.3399968011936 , 1.91073520359892 , 2.12064935541842"		
"0.276500000000002 , 2.06966440251929 , 1.60404596813008 , 2.05529280258133"		
"0.276600000000002 , 2.2085984964453 , 1.67216573899635 , 1.92730790622243"		
"0.276700000000002 , 2.13235404489669 , 1.61669080700107 , 1.90531402937258"		
"0.276800000000002 , 2.04173622498554 , 1.52365721525946 , 1.71564593310019"		
"0.276900000000002 , 2.0820716557787 , 1.81933606746521 , 1.82308913511493"		
"0.277000000000002 , 2.37204706995341 , 1.78546656454241 , 1.94509458295129"		
"0.277100000000002 , 2.10858737371855 , 1.77388057019761 , 1.87547029404715"		
"0.277200000000002 , 1.98681829579606 , 1.68771998894677 , 1.62867658780843"		
"0.277300000000002 , 2.07232360312516 , 1.51434846244436 , 1.51377740985645"		
"0.277400000000002 , 1.83278273025773 , 1.41992491306054 , 1.52720467636539"		
"0.277500000000002 , 1.65123415575896 , 1.34620616264376 , 1.33441270865909"		
"0.277600000000002 , 1.66324212288967 , 1.20268696659063 , 1.11111656014205"		
"0.277700000000002 , 1.72506561061959 , 1.28313069481903 , 1.25722959728571"		
"0.277800000000002 , 1.63793872624999 , 1.16026071083343 , 1.06205701433048"		
"0.277900000000002 , 1.70756409082226 , 1.09064898808319 , 0.96926951284251"		
"0.278000000000002 , 1.73845289011033 , 1.21246376231529 , 0.969756166175196"		
"0.278100000000002 , 1.83587259128989 , 1.25574798586426 , 1.06552214071681"		
"0.278200000000002 , 1.64560797572314 , 1.25502560855252 , 0.967482594980172"		
"0.278300000000002 , 1.54369078621629 , 1.14543514769715 , 0.900738993901927"		
"0.278400000000002 , 1.54211902717648 , 1.20537967093537 , 1.02444559641769"		
"0.278500000000002 , 1.56467799817468 , 1.24593444513125 , 1.02231340879266"		
"0.278600000000002 , 1.423039590536 , 1.08826835996331 , 0.81530611481136"		
"0.278700000000002 , 1.37930507798364 , 0.789451774486749 , 0.666263881595483"		
"0.278800000000002 , 1.33539290742633 , 0.570372853908568 , 0.42083060522027"		
"0.278900000000002 , 1.33392375781167 , 0.689643425507162 , 0.58346836892331"		
"0.279000000000002 , 1.31585069924501 , 0.767164228005774 , 0.464812219065596"		
"0.279100000000002 , 1.51616960102491 , 0.891491865109848 , 0.656516328885628"		
"0.279200000000002 , 1.41230823931507 , 0.993144034186643 , 0.9258245806007"		
"0.279300000000002 , 1.61574018485956 , 1.18891518232693 , 0.918129553298616"		
"0.279400000000002 , 1.75939029126293 , 1.35864384702586 , 1.20808733498565"		
"0.279500000000002 , 1.53902796027162 , 1.22359061225116 , 1.14286260606224"		
"0.279600000000002 , 1.71690080029528 , 1.13796886978639 , 1.0534074561137"		
"0.279700000000002 , 1.63641332199809 , 1.16345435201423 , 1.14448798256336"		
"0.279800000000002 , 1.76337499486674 , 1.26828445264338 , 1.2072564514984"		
"0.279900000000002 , 1.81984647837075 , 1.35757757026881 , 1.22043929533549"		
"0.280000000000002 , 1.84432539306805 , 1.37091102976785 , 1.33841337561077"		
"0.280100000000002 , 1.75253551408485 , 1.23004667101408 , 1.29200957213761"		
"0.280200000000002 , 1.89416273567939 , 1.50666007102395 , 1.42741162376138"		
"0.280300000000002 , 2.02435333273512 , 1.47483554133148 , 1.55576711459332"		
"0.280400000000002 , 2.07859050138675 , 1.56368222099912 , 1.74783418055454"		
"0.280500000000002 , 2.04131381330963 , 1.56872746000025 , 1.72622343425247"		
"0.280600000000002 , 2.15888581825921 , 1.54589342790427 , 1.70732171329271"		
"0.280700000000002 , 2.12081357071713 , 1.49339246361653 , 1.80781733086968"		
"0.280800000000002 , 2.41218050396375 , 1.73063403930231 , 2.13253728858014"		
"0.280900000000002 , 2.25482422903006 , 1.68693772569327 , 2.0687322641303"		
"0.281000000000002 , 2.19382486167013 , 1.6515356893337 , 1.96805884986203"		
"0.281100000000002 , 2.43162388625791 , 1.90015401030107 , 2.09987831439853"		
"0.281200000000002 , 2.47001013769159 , 1.96034980074791 , 2.16864526872515"		
"0.281300000000002 , 2.68385285888843 , 2.18207316912757 , 2.55026098241522"		
"0.281400000000002 , 2.50885875233751 , 1.99129410219097 , 2.41152682620395"		
"0.281500000000002 , 2.60827719957987 , 2.04131055127088 , 2.60323440001634"		
"0.281600000000002 , 2.4014735016359 , 1.85418878053248 , 2.35845024164556"		
"0.281700000000002 , 2.41812659247207 , 1.93491125631919 , 2.22856606999951"		
"0.281800000000002 , 2.5433944531829 , 1.92130734147224 , 2.35918213458183"		
"0.281900000000002 , 2.45401006171275 , 2.00340991139775 , 2.29892005350469"		
"0.282000000000002 , 2.19436163507849 , 1.80331140759734 , 2.1073844776471"		
"0.282100000000002 , 2.23853127408745 , 1.65462526342759 , 2.07023232005068"		
"0.282200000000002 , 2.37280022471161 , 1.90635650260233 , 2.25180936075373"		
"0.282300000000002 , 2.3154464063028 , 1.88630647980417 , 2.28379449521952"		
"0.282400000000002 , 2.30367024138469 , 2.00892357052106 , 2.25013880599486"		
"0.282500000000002 , 2.24947296312926 , 1.80473273943163 , 1.89572573111233"		
"0.282600000000002 , 2.35705526097154 , 1.67188027645258 , 1.86790556073099"		
"0.282700000000002 , 2.22413419311808 , 1.66531024467409 , 1.80633806240622"		
"0.282800000000002 , 2.28617745367154 , 1.69453843423115 , 1.72588300818947"		
"0.282900000000002 , 2.09452826256131 , 1.48451416868614 , 1.55805022258416"		
"0.283000000000002 , 1.99318656569668 , 1.40955922163021 , 1.60193816225013"		
"0.283100000000002 , 1.91859753559081 , 1.16406843825357 , 1.3678732247877"		
"0.283200000000002 , 1.80226785209235 , 1.08861393943318 , 1.28640949971996"		
"0.283300000000002 , 2.01452610444531 , 1.37544042612692 , 1.32220916651765"		
"0.283400000000002 , 1.85439092437792 , 1.16158578387557 , 1.25892233283597"		
"0.283500000000002 , 1.75954924638154 , 1.14052500973041 , 1.25909861105051"		
"0.283600000000002 , 1.84094487893669 , 1.26409864504285 , 1.09387721618186"		
"0.283700000000002 , 1.9753575761075 , 1.4683053661417 , 1.29739784532249"		
"0.283800000000002 , 1.8091536148755 , 1.31260045882618 , 1.2558181799881"		
"0.283900000000002 , 1.78001131434584 , 1.31839670744414 , 1.19619324332389"		
"0.284000000000002 , 1.75310951242086 , 1.29997308865466 , 1.17566135038865"		
"0.284100000000002 , 1.73558073280753 , 1.22856222265815 , 1.03722784444151"		
"0.284200000000002 , 1.66958359288871 , 1.09437577847874 , 1.1039489472872"		
"0.284300000000002 , 1.58097441901063 , 0.916974502066485 , 0.990567313783429"		
"0.284400000000002 , 1.68532422988253 , 1.11347580402528 , 0.960693289715736"		
"0.284500000000002 , 1.86652165578588 , 1.27689272002757 , 1.0834611085644"		
"0.284600000000002 , 1.92443551763141 , 1.16434207473564 , 1.1381615071587"		
"0.284700000000002 , 1.78414929024976 , 1.1724832869831 , 1.05065465135186"		
"0.284800000000002 , 1.78722305342323 , 1.21511796553364 , 1.13354386632198"		
"0.284900000000002 , 1.8581609622459 , 1.23240943941148 , 1.1929076570879"		
"0.285000000000002 , 1.95826111771615 , 1.3024599933547 , 1.31954015222912"		
"0.285100000000002 , 2.0937641108027 , 1.45381071342976 , 1.23888987819383"		
"0.285200000000002 , 2.00371468447919 , 1.54624639206127 , 1.3647354578743"		
"0.285300000000002 , 2.16183602225004 , 1.65196140671299 , 1.47413998727956"		
"0.285400000000002 , 2.02199125456657 , 1.50033367094007 , 1.37685255258536"		
"0.285500000000002 , 2.1720904925319 , 1.65042565263496 , 1.60774572212355"		
"0.285600000000002 , 2.1059345246182 , 1.62963595564737 , 1.7485740473642"		
"0.285700000000002 , 2.12712608034605 , 1.69578023932243 , 1.77389997493412"		
"0.285800000000002 , 2.4225503338588 , 2.12376042615385 , 1.90011186262015"		
"0.285900000000002 , 2.3001184881056 , 1.93630400566022 , 1.92104175331315"		
"0.286000000000002 , 2.29640169382783 , 1.77414379824023 , 1.83340526094685"		
"0.286100000000002 , 2.30991012108469 , 1.82466145745081 , 1.91040956253735"		
"0.286200000000002 , 2.18431145478757 , 1.684521511568 , 1.86854871278415"		
"0.286300000000002 , 2.2501138123855 , 1.60237850049377 , 1.78298589050647"		
"0.286400000000002 , 2.1768874172861 , 1.6531184517007 , 1.7813115756311"		
"0.286500000000002 , 2.12205884154294 , 1.56202929710997 , 1.73041951373237"		
"0.286600000000002 , 2.33609243176081 , 1.67627038349114 , 1.97162151348654"		
"0.286700000000002 , 2.20795781596938 , 1.44651879211606 , 1.83444013050785"		
"0.286800000000002 , 2.28018176994675 , 1.67512026464177 , 2.03724100396863"		
"0.286900000000002 , 2.32453354132937 , 1.80436299395482 , 2.08354379985045"		
"0.287000000000002 , 2.29857395625832 , 1.75090845555407 , 2.07695857946515"		
"0.287100000000002 , 2.02263912947275 , 1.6167542749962 , 1.96589718550682"		
"0.287200000000002 , 2.14856355001058 , 1.68793681164976 , 1.99175386668989"		
"0.287300000000002 , 2.28431926191092 , 1.64906984423455 , 1.98427925996278"		
"0.287400000000002 , 2.16711916744099 , 1.88280897342285 , 1.85238528831258"		
"0.287500000000002 , 2.28880431454207 , 1.87742271153632 , 1.86148165618547"		
"0.287600000000002 , 2.21278252632864 , 1.63525130069137 , 1.98824965256692"		
"0.287700000000002 , 2.30585279617473 , 1.69421714980579 , 1.91115366773399"		
